보니까... 맞아 산 다 불에 타고 나면 환경에도 엄청 안 좋을 거고... 멀리 떨어진 나라들이지만 뭔가 마음이 안 좋다 맞아 불이 꺼지더라도 그 영향이 너무 커서 회복하는 시간도 정말 오래 걸릴 텐데... 그러게 빨리 잘 해결됐으면 좋겠다! 다른 나라에서도 공동 진화 작업해 주고... 정말 같이 도와서 얼른 해결됐으면 좋겠어. 그래야 모두에게 오는 피해가,0
내가 저번에 염색하고 싶다고 했었잖아 근데 고민하는 이유가 코로나도 있지만 미용실에 2시간 3시간씩 앉아 있는 게 너무 힘들어졌어 ㅠㅠ 하긴 미용실은 한 번 가면 2-3시간은 기본이라서 너무 힘들어 ㅜㅜ 그치? 예전에는 뭐 잡지도 보고 폰 보면서 시간 잘 보냈는데 언젠가부터 너무 지루하고 졸리더라 키키 그래서 안 간 지 좀 됐어! 맞아 그래도 예전에는,0
힘들긴 해도 어떻게 하면 시간이 다 가있었던 거 같은데 이제는 졸리고 지루하고 그래서 견디기가 좀 힘들어 키키 특히 나는 다른 동네로 가서 왔다 갔다 하는 거도 넘 지쳐. 오 그렇구나 미용실 멀리 다녀? 원래 다니던 데가 있는데 내가 다른 곳으로 이사 가면서 좀 멀어지긴 했어 ㅠㅠ 그곳도 동네 미용실이긴 한데 이사 간 곳에서 잘하는 곳을 못 찾아가지구...,0
헉 그렇구나. 맞아 자기한테 맞는 미용실 찾는 것도 되게 어렵더라! 나는 그냥 집 앞에 있는 데 다니는데 말 많이 안 걸고 그냥 시술에만 집중해 주는 게 좋더라. 오 나도 사실 잘 모르는 사람이랑 말 하는 거 어려워해서 그런 곳이 좀 좋아... 키키 그치? 나는 막 수다 떨고 이런 거 진짜 안 좋아해서... 안 그래도 머리 하는 거 기 빨리는데 말까지 해야,0
한다면 ㅠㅠ 그래서 과묵한 미용사분이 좋더라 키키 맞아. 기다리는 것도 힘든데 말까지 하면 신경 써야 할 게 또 하나 생기는 거라 에너지가 바닥이 나버려. 동네에 그런 분이 있다니 다행인걸 키키 그치... 이사 가면 안 되는데 ㅠㅠ 나는 긴 머리가 안 어울려서 주로 단발이나 숏컷 많이 했었거든... 지금 귀찮아서 어쩌다 보니 중 단발 머리가 되고 있어 키키,0
나랑 맞는 미용실이랑 멀어지면 정말 싫어 ㅠㅠ 오 그렇구나! 짧은 길이의 머리가 오히려 더 관리하기가 힘들다고 하던데 미용실도 자주 가줘야 하고... 그건 그래. 숏컷 유지하려다가... 진짜 한 3주?만 지나면 바로 머리 지저분해지더라고!  파마는 자주 해야 되고... 그래서 포기하고 다시 단발로... 키키 묶이는 길이의 단발은 그래도 좀 편한 거 같아 와,0
요즘 올림픽 선수들 보니까 피지컬 진짜 장난 아니더라. 운동선수라지만 너무 부러워 나도 보면서 진짜 그 생각했어. 그렇게 되기까지 정말 얼마나 노력했을지 느껴지면서 대단하고 부럽더라. 그치? 키도 다들 훤칠하고... 너무 멋있어. 키는 타고 나는 거라 참 ㅠㅠ 맞아 맞아. 요즘은 자기 몸 관리하고 가꾸는 사람들도 많아서 또 길 가다가도 멋진 사람들 많더라.,0
맞아! 바디 프로필도 엄청 유행하던데! 오오 내가 아는 언니도 최근에 그거 했었는데 진짜 너무너무 힘들었대 ㅠㅠ 어 진짜? 아이고... 고생 많았겠어. 식단 조절도 엄청 해야 되잖아! 응 맞아! 보니까 진짜 엄청 신경 써서 챙겨 먹어야 하고 또 외식도 거의 못하고 장난이 아니더라고... 그러게. 그래도 건강에는 좋은 거 같아! 여자들이 팔 근육 키우기가,0
그렇게 힘들다던데 팔 근육 있는 사람들 진짜 너무 멋짐. 맞아! 그렇게까지 안 하더라도 꾸준히 운동하면 정말 건강에 좋을 거 같아! 맞아 여자들은 상체 근육 키우기 힘들다고 들었는데 그 정도면 정말 얼마나 노력을 했을지... 맞아. 내가 구독 중인 유튜버도 40대 언니인데 아이 둘 낳고도 몸매가 대박이야. 근육질에다가 키도 크고... 부럽 ㅠㅠ 와...,0
진짜 출산하고 나면 체질도 그렇고 몸도 정말 많이 달라진다던데 그렇게 운동도 하는 분들 보면 존경스러워. ㅠㅠ 그러게 말이야. 출산하고 나면 몸이 완전 망가진다고 하더라. 대단해! 운동은 진짜 생활하면서 필수인데 실천하기가 힘들지 맞아 출산 전이랑 후랑 그 차이가 정말 크다던데... 사실 나도 요즘 운동을 아예 못하니까 가뜩이나 안 좋은 체력이 더 안,0
요즘 진짜 구독 서비스 되게 많지 않아? 넷플릭스 이런 것도 그런데 책 구독하는 어플도 있더라. 와 정말? 책 구독 어플은 어떤 식으로 운영이 되는 거지? 그게 한 달에 만원인가? 금액은 정확히 기억 안 나는데 그쯤 됐던 거 같아. 그걸 내면 어플로 대부분의 책을 볼 수 있어! 책 종류는 일반 서점에서 파는 종이책 종류랑 거의 동일해. 베스트셀러든 뭐든!,0
오 대박이다! 전자책 생긴 것도 신기했었는데 이제는 구독하는 개념으로 온라인 도서관이 생긴 느낌이네 키키 응응 맞아! 그리고 커피 구독하는 것도 있어서 자기 취향대로 드립 커피 배송 오는 것도 있더라. 응응 맞아! 그리고 커피 구독하는 것도 있어서 자기 취향대로 드립 커피 배송 오는 것도 있더라. 아! 나 몇 달 전에 꽃 구독 서비스 이용했었다 참 우와,0
커피 구독은 너무 신기한데! 키키 꽃 구독도 있어? 와 진짜 신세계야. 나만 다른 세상에 살고 있는 느낌이야. 키키 집에만 있으니까 기분도 자꾸 다운되고 해서 꽃 구독 받았었는데 일주일에 한 번씩 오거든? 종류 다르게... 그 꽃만 봐도 기분 좋고 배송 오는 날이 기다려지더라고! 와 그거 근데 되게 괜찮은 거 같아! 기분 전환도 되고 집도 화사해지고 선물,0
요즘 뭐 재밌는 드라마 없나? 볼 게 없어. 그치? ㅠㅠ 나도 드라마 좋아하는데 요즘 보는 게 딱히 없네. 근데 기대 중인 드라마는 있어! 키키 오 장르는 어떤 드라마야? 보니까 힐링 로맨스라고 하는데 배경이 바닷가 마을이어서 좀 정겹고 재밌을 거 같아! 키키 오 바닷가 마을! 풍경 보는 재미도 있겠다! 어디 방송국에서 하는 거야? 맞아! 요즘은 사실 그런,0
배경 잘 없는데 어떤 느낌일지 넘 궁금해! 방송국은 tvN이야! 오! 그렇구나. 확실히 요즘 드라마 퀄리티도 좋아져서 웬만한 영화보다 나은 거 같아! 정말 그래! 우리나라가 또 드라마는 정말 잘 만드는 것 같아! 스토리도 그렇고 편집 기술이나 연출 등등 다 진짜 대단해. 맞아! 진짜 배우가 아무리 연기 잘하고 명배우여도 작가랑 감독이 별로면 또 망하더라고,0
ㅠㅠ 으아 진짜 그거 넘넘 공감... 좋은 배우 데려가 놓고 결국 망하는 경우도 정말 많이 봤거든... 그럴 때는 시청자 입장에서도 정말 속상해... 맞아...ㅠㅠ 찾아보니까 너가 기대한다는 드라마는 왠지 느낌이 좋아. 잘 될 거 같아. 나도 보고 싶다! 오 찾아 봤구나! 하하 내가 좋아하는 배우가 나와서 기대하게 된 드라마인데 같이 나오는 다른 배우들도,0
다 케미가 좋을 거 같아! 몇 주 뒤에 시작인데 시간 괜찮으면 한번 봐봐! 응응 특히 여자 배우! 진짜 오랜만에 작품 활동하는 거 같은데 진짜 기대된다! 그치? 나도 그래서 더 기대가 되더라구! 캐스팅 됐다고 기사 떴을 때부터 기다리고 있었는데 드디어 시작을 하네! 맞아! 남자 배우도 최근에 드라마로 되게 잘된 걸로 아는데 케미가 진짜 좋겠다! 응응 맞아!,0
요즘 영화관 안 간 지 오래됐네. 그냥 집에서 옛날 영화들 또 보고 또 보고 하는 거 같아. 맞아 안 그래도 최근에 밖에 나갈 일이 있어서 갔다가 영화관 있길래 잠깐 올라갔다가 와봤거든. 진짜 텅 비어있더라. 그치? 유유 참 안타까운 현실이야. 그래서 요즘 넷플릭스로 미야자키 하야오 감독 애니메이션 많이 봤던 거 같아. 오오 그랬구나! 어떤 작품 봤었어?,0
대부분 본 거 같은데 제일 좋았던 건 센과 치히로의 행방불명이었어! 오오 그건 진짜 센세이션 했던 애니메이션이었는데... 어릴 때 봤었을 때 되게 신기했었어. 그치? 고양이의 보은이라는 것도 혹시 봤어? 오 나 그거 봤어! 그거도 되게 유명한 애니더라구! 그래서 궁금해서 봤었어! 하하 그치? 고양이들 너무 귀엽지 않아? 귀를 기울이면은 봤어? 응응 넘,0
귀여워 유유 응 그것도 봤어! 오 너도 많이 봤구나?? 미야자키 하야오 애니 음악도 너무 좋은 거 같지 않아? 응응 나도 꽤 본 거 같네 크크 맞아 개인적으로 ost들도 너무 좋아. 맞아!!! 히사이시 조였나... 음악 감독이... 영화 음악 너무 잘 만드는 거 같아... 역시 좋은 애니에 좋은 음악까지... 중요한 역할을 하는 거 같아! 맞아! 하울의,0
나 지금 중국집 시켜먹으려고! 헐 지금 먹으면 너무 늦은 거 아니야? 키키 오 어디서 시켜 먹을 건데? 나 집 주변에 엄청 유명한 맛집이 있다고 해서! 오 거기 많이 유명해? 어떤 메뉴 생각 중이야? 밤이니까 가볍게 짬뽕? 너무 무겁나? 키키 키키 짬뽕은 무겁다 근데 중국요리 자체가 다 무거워 ㅠㅠ 음 키키 다른 건 어떤 거 같아? 다른 거? 아니면 내일,0
나 이번에 아파트 이사 왔는데 너무 좋아 오 아파트 신축으로 들어갔어? 오 어떤 아파트로 간 거야? 나 이번에 신축 아파트로 이사 왔잖아~ 대박이다 부러워 전세? 아니면 월세? 우와 화장실 몇개 정도 있어 키키 이번에 전세로 왔는데 화장실도 2개야! 집들이 하면 휴지 사갈게 키키 집들이 다음주에 할 생각인데! 놀러와 그래 짜장면도 같이 시켜주는 거 맞지?,0
"나 오늘 버스 탔는데 너무 밀리더라 ㅠㅠ 아 나도 오늘 출근길 막히더라고 ㅠㅠ 난 그래서 지하철 주로 이용해 지하철도 사람 많이 타지 않아? 어 맞아 지하철도 엄청 지옥이라던데 ㅠㅠ 많이 타긴 하는데 그래도 밀리진 않으니깐 ㅜㅜ 그건 맞아, 출근길은 지하철 많이 타더라 그래도 사람 많으면 못 탈 때 있지 않아? ㅠㅠ 엘리베이터에 사람 많이 타거나 하면",0
